invoice_code,invoice_number,invoice_date,customer_name,customer_email,customer_address,customer_city,customer_state,customer_postal_code,customer_country,payment_method,payment_due_date,subtotal,tax_rate,tax_amount,discount_rate,discount_amount,total,notes,status,created_by,created_at,updated_by,updated_at,due_date,paid_date,currency,exchange_rate,payment_reference,shipping_address,shipping_city,shipping_state,shipping_postal_code,shipping_country
w_*,6460,8/22/2022,Darb Strangeways,geasumdt@scribd.com,35354 Hintze Trail,Beaumont,AB,T4X,Canada,PayPal,11/23/2022,4687.67,0.19,890.6573,0.03,140.6301,5437.6972,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",paid,Rianon Cerro,7/31/2022,Greg Easum,8/28/2022,10/9/2022,11/1/2022,CAD,3.2105,payment ID,2012 Comanche Plaza,San Jacinto,,132037,Colombia
H_*,6676,10/2/2022,Ramsey Kubek,rpaulillodu@behance.net,352 Lotheville Park,Naran-mandokhu Somon,,,Mongolia,debit card,6/7/2022,3962.98,0.06,237.7788,0.15,594.447,3606.3118,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",paid,Blancha Clara,1/18/2022,Ryun Paulillo,11/7/2022,4/21/2022,9/24/2022,MNT,8.4174,transaction ID,7650 Veith Circle,Horta,09,5155-305,Portugal
Bj*,6155,5/14/2022,Mame Igounet,mcolebeckdv@sitemeter.com,86898 Roxbury Way,Shaxi,,,China,debit card,4/2/2022,5374.98,0.16,859.9968,0.49,2633.7402,3601.2366,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",paid,Davidde Shucksmith,10/24/2022,Marget Colebeck,8/11/2022,5/18/2022,9/28/2022,CNY,1.5041,transaction ID,89018 Lindbergh Center,San Ignacio,,,Belize
Vc*,1347,6/3/2022,Marjorie Coaster,djolliedw@indiegogo.com,8 Mayer Pass,Lipiany,,74-240,Poland,PayPal,5/24/2022,5450.94,0.12,654.1128,0.06,327.0564,5777.9964,In congue. Etiam justo. Etiam pretium iaculis justo.,sent,Bayard Aaronsohn,5/17/2022,Dianna Jollie,5/5/2022,8/24/2022,2/27/2022,PLN,8.7043,payment ID,5 Morrow Pass,Xingdian,,,China
a6*,4801,8/8/2022,Waylon Chasmoor,hsumblerdx@rediff.com,7101 Clemons Parkway,Dongguang,,,China,debit card,6/2/2022,3628.5,0.1,362.85,0.03,108.855,3882.495,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",paid,Aguistin Edward,6/1/2022,Hobart Sumbler,12/13/2022,2/3/2022,4/8/2022,CNY,9.7536,reference number,597 Pleasure Lane,Bordeaux,97,33026 CEDEX,France
t3*,4327,10/24/2022,Coralie Vian,lbruinsdy@quantcast.com,1406 Green Ridge Circle,Yaodian,,,China,credit card,4/13/2022,1346.04,0.18,242.2872,0.49,659.5596,928.7676,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",draft,Nikolos Collishaw,6/12/2022,Lu Bruins,3/14/2022,4/25/2022,4/19/2022,CNY,4.2525,transaction ID,1 Delladonna Drive,Abakaliki,,,Nigeria
En*,3088,4/14/2022,Dar Boness,lcrippindz@whitehouse.gov,15184 Forest Dale Court,Xiacang,,,China,PayPal,3/24/2022,5537.23,0.05,276.8615,0.02,110.7446,5703.3469,In congue. Etiam justo. Etiam pretium iaculis justo.,sent,Cathe Ornillos,3/11/2022,Launce Crippin,5/6/2022,7/13/2022,10/8/2022,CNY,0.1206,reference number,6081 Southridge Avenue,Colonia Elía,,3261,Argentina
As*,6712,6/30/2022,Mallorie Bounds,mvignerone0@wisc.edu,23 Ridgeway Drive,Rathangan,,A45,Ireland,debit card,6/5/2022,5075.59,0.17,862.8503,0.05,253.7795,5684.6608,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",sent,Guntar Mucklestone,1/16/2022,Mechelle Vigneron,1/20/2022,1/13/2022,5/12/2022,EUR,9.0845,transaction ID,6 Melvin Hill,Řečany nad Labem,,533 13,Czech Republic
Z7*,5608,8/10/2022,Dore Bosdet,imitchelhille1@economist.com,5641 Buell Center,Bhamo,,,Myanmar,credit card,4/13/2022,5116.11,0.09,460.4499,0.19,972.0609,4604.499,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",overdue,Cheston Gonthier,5/22/2022,Ignatius Mitchelhill,3/5/2022,2/17/2022,5/23/2022,MMK,0.1374,transaction ID,8 Division Place,Ash Shaykh Zuwayd,,,Egypt
Fd*,4481,11/1/2022,Deidre Cole,ckillorane2@ihg.com,325 Pleasure Road,Mardīān,,,Afghanistan,credit card,6/12/2022,7451.66,0.03,223.5498,0.24,1788.3984,5886.8114,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",overdue,Anthea Kohrt,3/17/2022,Connor Killoran,2/18/2022,3/16/2022,6/28/2022,AFN,6.2435,reference number,009 Bonner Terrace,Moita,15,2860-296,Portugal
s_*,9243,8/27/2022,Ive Whitehead,vkleese3@comsenz.com,24875 Arkansas Pass,Xin’an,,,China,PayPal,11/4/2022,4516.19,0.17,767.7523,0.27,1219.3713,4064.571,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",paid,Lucius Vicioso,12/7/2022,Velvet Klees,12/5/2022,1/21/2022,12/19/2022,CNY,4.8904,reference number,03519 Sommers Point,Marseille,B8,13253 CEDEX 06,France
jk*,8062,6/14/2022,Edith Drane,mmccrainee4@paginegialle.it,28426 Bultman Place,Changpu,,,China,debit card,10/2/2022,8304.89,0.13,1079.6357,0.05,415.2445,8969.2812,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",paid,Dulce Killock,9/28/2022,Michaela McCraine,1/1/2022,11/13/2022,3/9/2022,CNY,8.773,transaction ID,49141 Oak Valley Place,Berezivka,,,Ukraine
kW*,8400,3/16/2022,Joeann Hymus,ggruszkae5@artisteer.com,1 Rigney Point,Otuzco,,,Peru,credit card,8/5/2022,4552.6,0.04,182.104,0.36,1638.936,3095.768,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",draft,Norman McGeouch,7/6/2022,Garnette Gruszka,1/27/2022,9/30/2022,6/20/2022,PEN,2.77,reference number,5 Sachtjen Pass,Ortega,,735517,Colombia
y_*,4109,9/5/2022,Camellia Tramel,astopforde6@arstechnica.com,5591 Crescent Oaks Avenue,Las Vegas,NV,89105,United States,debit card,2/12/2022,1568.64,0.17,266.6688,0.22,345.1008,1490.208,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",paid,Andeee Clouter,2/20/2022,Avery Stopford,10/16/2022,9/28/2022,8/13/2022,USD,9.1567,payment ID,12216 Carey Place,Chongkan,,,China
v9*,3211,5/23/2022,Kessiah Gendricke,rhounshame7@sakura.ne.jp,49 Vera Crossing,Wucun,,,China,PayPal,8/27/2022,389.65,0.18,70.137,0.43,167.5495,292.2375,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",draft,Karena Blackall,1/29/2022,Ricoriki Hounsham,6/1/2022,4/18/2022,2/3/2022,CNY,2.9148,reference number,44 Cascade Plaza,Monroe,LA,71213,United States
N_*,3500,10/4/2022,Staffard Roskeilly,tworte8@webnode.com,9945 Spohn Crossing,Cañas,,50601,Costa Rica,credit card,5/5/2022,1850.26,0.01,18.5026,0.05,92.513,1776.2496,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",overdue,Bob McGeachey,2/12/2022,Tiebout Wort,7/22/2022,11/12/2022,6/19/2022,CRC,6.6791,payment ID,31 Waubesa Park,Elat,,,Indonesia
OL*,7216,4/22/2022,Brittan Bamblett,jgrindleye9@cdbaby.com,3 Victoria Junction,Kandava,,,Latvia,debit card,5/26/2022,9632.09,0.02,192.6418,0.08,770.5672,9054.1646,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,overdue,Bartram Forst,1/10/2022,Joan Grindley,6/3/2022,4/3/2022,6/7/2022,EUR,8.6147,transaction ID,2 Cambridge Center,Dandai,,,China
l_*,9504,7/19/2022,Bat Balls,adoyleea@arstechnica.com,2 Rusk Parkway,Lingkou,,,China,debit card,7/10/2022,9189.31,0.08,735.1448,0.14,1286.5034,8637.9514,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",sent,Boniface Goldring,1/1/2022,Arvin Doyle,9/24/2022,6/29/2022,8/11/2022,CNY,2.6857,payment ID,9923 Cody Terrace,Guanajay,,,Cuba
p1*,9491,12/3/2022,Agosto Kerfod,jbesnardeaueb@posterous.com,74030 Welch Road,Grabovci,,22215,Croatia,debit card,1/19/2022,8354.13,0.15,1253.1195,0.35,2923.9455,6683.304,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",paid,Elnore Twigger,10/9/2022,Jessamyn Besnardeau,11/29/2022,3/16/2022,2/13/2022,HRK,3.4861,reference number,6 Scoville Alley,Guanting,,,China
pb*,7267,8/16/2022,Venus Waterfall,acolloffec@merriam-webster.com,610 Lakeland Pass,Bocaiúva,,39390-000,Brazil,credit card,5/18/2022,7216.13,0.02,144.3226,0.13,938.0969,6422.3557,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",sent,Riki Shier,1/13/2022,Alanah Colloff,10/15/2022,1/15/2022,12/18/2022,BRL,7.1537,reference number,2791 Delladonna Lane,Romorantin-Lanthenay,A3,41204 CEDEX,France
Wc*,1489,8/1/2022,Clo Harlin,apuddleed@webnode.com,902 Crescent Oaks Junction,Nevesinje,,,Bosnia and Herzegovina,debit card,9/9/2022,7819.92,0.09,703.7928,0.18,1407.5856,7116.1272,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",paid,Lenette Deboick,11/22/2022,Aigneis Puddle,8/31/2022,9/12/2022,5/27/2022,BAM,9.0764,transaction ID,8561 Almo Junction,Yeroẖam,,,Israel
IR*,3407,7/19/2022,Duffy Portlock,morwinee@fastcompany.com,41336 Welch Place,Zürich,ZH,8031,Switzerland,credit card,1/18/2022,2505.94,0.12,300.7128,0.33,826.9602,1979.6926,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",overdue,Averell Matteau,2/12/2022,Mordecai Orwin,10/21/2022,12/6/2022,9/11/2022,CHF,5.8813,transaction ID,26 Dovetail Alley,Fontenay-sous-Bois,A8,94726 CEDEX,France
xi*,5975,11/30/2022,Rhetta Brewins,tshanksef@wordpress.org,59431 Gateway Trail,Wujiabao,,,China,PayPal,10/6/2022,702.79,0.1,70.279,0.27,189.7533,583.3157,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",sent,Biddie Golden of Ireland,5/23/2022,Tawnya Shanks,9/1/2022,4/6/2022,10/2/2022,CNY,5.8434,transaction ID,3 Eastlawn Alley,Västerås,U,725 91,Sweden
c_*,8736,6/9/2022,Jenny Stow,mspitaroeg@bizjournals.com,5216 Wayridge Lane,Nankang,,,China,credit card,6/20/2022,1774.85,0.11,195.2335,0.06,106.491,1863.5925,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",draft,Norbert Putland,11/17/2022,Marven Spitaro,12/20/2022,11/27/2022,6/22/2022,CNY,7.4843,reference number,8 Towne Circle,Tielu,,,China
CF*,2786,1/17/2022,Priscilla Wallbanks,nmeweh@java.com,1 Redwing Pass,Merapit,,,Indonesia,credit card,7/7/2022,1802.6,0.08,144.208,0.36,648.936,1297.872,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,overdue,Muffin Durrant,11/28/2022,Nonna Mew,2/16/2022,12/24/2022,10/14/2022,IDR,4.3845,transaction ID,6601 Erie Plaza,Iaçu,,46860-000,Brazil
xH*,1178,12/26/2022,Barris Fowley,ghuytonei@alibaba.com,8147 Mockingbird Street,Yuyangguan,,,China,credit card,2/15/2022,3997.89,0.04,159.9156,0.47,1879.0083,2278.7973,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",paid,Denise Chittock,12/12/2022,Gabriela Huyton,4/30/2022,9/13/2022,4/7/2022,CNY,0.5264,payment ID,39 Red Cloud Crossing,Stronie,,34-145,Poland
uX*,5131,10/29/2022,Sullivan Braikenridge,asnooksej@businessinsider.com,53 Killdeer Trail,Yamethin,,,Myanmar,debit card,1/11/2022,9171.76,0.16,1467.4816,0.3,2751.528,7887.7136,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",draft,Dasya Garmston,6/27/2022,Alverta Snooks,3/18/2022,3/6/2022,6/18/2022,MMK,9.1581,reference number,2564 Morrow Terrace,Kamsack,SK,R2J,Canada
O_*,9010,1/27/2022,Hartley Lidyard,rnaiseyek@loc.gov,0911 Service Street,Fasi,,,China,credit card,9/5/2022,8588.83,0.12,1030.6596,0.29,2490.7607,7128.7289,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",sent,Jeramie Witherington,12/24/2022,Rufus Naisey,7/12/2022,5/4/2022,6/21/2022,CNY,7.2182,transaction ID,1526 Hayes Terrace,Hotsk,,,Belarus
A2*,5610,2/24/2022,Floria Irnis,severallel@mit.edu,20322 Raven Circle,Zhujiatai,,,China,PayPal,3/15/2022,7244.37,0.08,579.5496,0.24,1738.6488,6085.2708,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",paid,Gasper Stigell,8/10/2022,Shelley Everall,8/14/2022,9/28/2022,3/31/2022,CNY,5.6668,payment ID,53 Reinke Place,Usquil,,,Peru
tI*,6686,9/6/2022,Fin Bartoli,kragateem@shinystat.com,8 Harper Street,Monte Novo,02,7780-256,Portugal,PayPal,7/11/2022,8115.08,0.14,1136.1112,0.0,0.0,9251.1912,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",sent,Lila Godspede,9/22/2022,Karena Ragate,8/3/2022,12/5/2022,3/10/2022,EUR,5.1634,reference number,69952 Dorton Parkway,Brangsi,,,Indonesia
m8*,9459,4/7/2022,Catharine Lamport,dbonifaceen@tripod.com,5 Larry Circle,Mitrovicë,,,Kosovo,PayPal,11/27/2022,9752.08,0.13,1267.7704,0.46,4485.9568,6533.8936,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",paid,Noble Salmon,8/28/2022,Dede Boniface,7/27/2022,3/16/2022,10/30/2022,EUR,3.4843,payment ID,22521 Fremont Center,Betania,,056077,Colombia
fS*,9710,8/30/2022,Gibby Rowsell,jmorgoneo@globo.com,4549 Hoepker Court,Sulbiny Górne,,08-420,Poland,credit card,11/19/2022,5849.36,0.12,701.9232,0.47,2749.1992,3802.084,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",paid,Patton Samber,10/21/2022,Juliet Morgon,2/25/2022,9/19/2022,8/13/2022,PLN,3.94,transaction ID,9069 Kedzie Junction,Barcin,,88-193,Poland
OI*,3578,11/10/2022,Kimberlyn Keats,aoverlowep@ustream.tv,4 Westridge Center,Shah Alam,SGR,40582,Malaysia,PayPal,3/29/2022,6657.82,0.1,665.782,0.3,1997.346,5326.256,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",paid,Jojo Leethem,5/20/2022,Aland Overlow,1/3/2022,2/21/2022,3/19/2022,MYR,3.0076,reference number,606 Browning Street,Rajadesa,,,Indonesia
y5*,6404,8/7/2022,Lizette Mapes,bedwardeseq@yahoo.com,120 Saint Paul Circle,Rogóźno,,86-318,Poland,PayPal,5/5/2022,541.53,0.2,108.306,0.25,135.3825,514.4535,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",draft,Keane Padden,11/26/2022,Bamby Edwardes,12/27/2022,5/13/2022,2/28/2022,PLN,4.4255,transaction ID,731 Melvin Point,Sanshandao,,,China
E7*,6707,1/14/2022,Jaye Kubacek,dgoleyer@goo.ne.jp,596 Bellgrove Drive,Guanyang,,,China,debit card,10/25/2022,2854.65,0.17,485.2905,0.33,942.0345,2397.906,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",sent,Sheelagh York,8/30/2022,Dari Goley,9/14/2022,2/9/2022,4/3/2022,CNY,7.0696,reference number,1 Chinook Circle,Nieborów,,99-416,Poland
qQ*,9315,12/21/2022,Jacquelyn Iredale,jhellcates@shop-pro.jp,865 Barnett Point,Nizhniy Lomov,,442153,Russia,credit card,8/21/2022,6396.15,0.14,895.461,0.39,2494.4985,4797.1125,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",overdue,Walden Eckart,4/11/2022,Jennette Hellcat,4/16/2022,9/12/2022,6/6/2022,RUB,9.1259,reference number,68 Cambridge Place,Xiushan,,,China
